700070 particles, 3094 voids.
Void# FileVoid# CoreParticle CoreDens ZoneVol Zone#Part Void#Zones VoidVol Void#Part VoidDensContrast VoidProb
826 2433 575076 1.239828e-01 3.537937e+02 404 2 4.875985e+02 533 1.429210 1.03e-01
827 48 99965 7.053672e-02 1.056217e+03 809 3 1.928767e+03 1510 1.427706 1.04e-01
828 2217 539889 1.899883e-01 1.425582e+02 167 1 1.425582e+02 167 1.427597 1.04e-01
829 2156 532137 2.685140e-01 1.921946e+02 387 1 1.921946e+02 387 1.427164 1.04e-01
830 2456 578565 8.734833e-02 2.651532e+02 146 1 2.651532e+02 146 1.427102 1.04e-01
831 1431 427999 1.380691e-01 1.454688e+02 116 1 1.454688e+02 116 1.426743 1.04e-01
832 2861 652682 3.245999e-01 3.475633e+01 75 1 3.475633e+01 75 1.425818 1.05e-01
833 253 198673 2.200502e-01 3.137625e+01 48 1 3.137625e+01 48 1.425002 1.06e-01
834 997 355907 9.643368e-02 2.888958e+02 260 1 2.888958e+02 260 1.424870 1.06e-01
835 2244 543826 1.379609e-01 2.479417e+02 276 1 2.479417e+02 276 1.423986 1.06e-01
836 1918 496295 8.692785e-02 6.450012e+02 530 1 6.450012e+02 530 1.423493 1.06e-01
837 1836 485289 2.933367e-01 1.526721e+02 259 1 1.526721e+02 259 1.421794 1.07e-01
838 2273 548642 1.305110e-01 1.330433e+02 149 1 1.330433e+02 149 1.421433 1.08e-01
839 342 223206 1.408295e-01 3.016234e+02 294 1 3.016234e+02 294 1.421212 1.08e-01
840 2904 662679 1.060309e-01 2.736384e+02 226 1 2.736384e+02 226 1.420851 1.08e-01
841 2757 635226 2.017095e-01 1.171430e+02 140 1 1.171430e+02 140 1.420750 1.08e-01
842 2020 510713 1.306261e-01 5.385046e+01 32 1 5.385046e+01 32 1.419528 1.09e-01
843 2464 579490 1.291044e-01 1.749799e+02 177 1 1.749799e+02 177 1.419325 1.09e-01
844 2047 514195 1.364807e-01 1.639535e+02 204 1 1.639535e+02 204 1.418846 1.09e-01
845 526 265651 2.242513e-01 1.588918e+02 219 1 1.588918e+02 219 1.418215 1.10e-01
846 1462 431823 4.800758e-02 6.652266e+02 395 2 1.139034e+03 573 1.418019 1.10e-01
847 1339 414186 8.185483e-02 4.633588e+02 481 1 4.633588e+02 481 1.417818 1.10e-01
848 1359 418059 8.899630e-02 2.822229e+02 257 1 2.822229e+02 257 1.417609 1.10e-01
849 1602 452298 1.697859e-01 9.826057e+01 109 1 9.826057e+01 109 1.417185 1.10e-01
850 1621 455486 1.178249e-01 1.868278e+02 163 2 3.359762e+02 304 1.416463 1.11e-01
851 1249 401269 1.564772e-01 1.189869e+02 120 1 1.189869e+02 120 1.416442 1.11e-01
852 2889 659448 1.167127e-01 6.884663e+02 651 1 6.884663e+02 651 1.414629 1.12e-01
853 1242 400276 3.358355e-01 3.035255e+01 85 1 3.035255e+01 85 1.413445 1.13e-01
854 1021 359683 8.494015e-02 3.944832e+02 362 1 3.944832e+02 362 1.413083 1.13e-01
855 871 331053 7.807854e-02 3.978469e+02 347 1 3.978469e+02 347 1.412969 1.13e-01
856 69 117172 1.855908e-01 1.347700e+02 268 1 1.347700e+02 268 1.412801 1.13e-01
857 964 350509 1.305719e-01 1.353054e+02 132 1 1.353054e+02 132 1.412661 1.13e-01
858 1504 438624 2.357978e-01 6.608091e+01 90 1 6.608091e+01 90 1.412454 1.13e-01
859 2058 517312 8.996347e-02 4.606848e+02 313 1 4.606848e+02 313 1.410896 1.14e-01
860 448 248720 1.491105e-01 1.849475e+02 322 1 1.849475e+02 322 1.409705 1.15e-01
861 617 283726 1.821099e-01 1.025782e+02 174 1 1.025782e+02 174 1.409558 1.15e-01
862 2496 584091 8.025529e-02 3.041092e+02 356 1 3.041092e+02 356 1.408780 1.16e-01
863 1938 499513 7.839350e-02 2.802804e+02 357 1 2.802804e+02 357 1.408723 1.16e-01
864 2924 667329 7.183281e-02 7.295139e+02 587 1 7.295139e+02 587 1.408542 1.16e-01
865 2921 667143 1.361127e-01 2.971180e+02 266 1 2.971180e+02 266 1.408421 1.16e-01
866 2313 553442 3.168376e-01 3.075352e+01 81 1 3.075352e+01 81 1.408020 1.16e-01
867 582 276520 2.626724e-01 1.159412e+02 159 1 1.159412e+02 159 1.407284 1.16e-01
868 758 309960 2.676018e-01 6.146714e+01 74 1 6.146714e+01 74 1.406776 1.17e-01
869 811 319746 2.526974e-01 1.225860e+02 190 1 1.225860e+02 190 1.406330 1.17e-01
870 2090 523052 3.007062e-01 3.126860e+01 46 1 3.126860e+01 46 1.405526 1.18e-01
871 2295 551639 9.253694e-02 4.427295e+02 480 1 4.427295e+02 480 1.405452 1.18e-01
872 1798 479550 1.770691e-01 8.773568e+01 105 1 8.773568e+01 105 1.404985 1.18e-01
873 344 223595 1.497096e-01 1.306186e+02 115 1 1.306186e+02 115 1.404853 1.18e-01
874 294 210608 8.450132e-02 2.328855e+02 180 1 2.328855e+02 180 1.404055 1.19e-01
875 1232 399004 1.861318e-01 1.040571e+02 113 1 1.040571e+02 113 1.403819 1.19e-01
876 2193 537052 1.091844e-01 2.214230e+02 289 1 2.214230e+02 289 1.403308 1.19e-01
877 1126 381213 1.839055e-01 1.665864e+02 298 1 1.665864e+02 298 1.402664 1.20e-01
878 3024 688385 5.962541e-02 1.449238e+03 859 1 1.449238e+03 859 1.402329 1.20e-01
879 443 247320 5.863340e-01 1.704483e+01 39 1 1.704483e+01 39 1.402167 1.20e-01
880 644 290854 8.999910e-02 4.131605e+02 313 2 6.752523e+02 502 1.402066 1.20e-01
881 82 126071 1.417206e-01 1.995206e+02 264 2 3.255309e+02 390 1.401763 1.20e-01
882 2270 548145 9.474194e-02 6.955210e+02 554 3 9.353755e+02 789 1.401285 1.20e-01
883 138 152313 9.392995e-02 2.738618e+02 211 1 2.738618e+02 211 1.400521 1.21e-01
884 1956 501729 5.875051e-02 6.802781e+02 435 1 6.802781e+02 435 1.400418 1.21e-01
885 857 328511 2.790621e-01 5.354271e+01 105 1 5.354271e+01 105 1.399455 1.22e-01
886 615 283125 6.017805e-02 8.135372e+02 528 2 1.291578e+03 809 1.398018 1.23e-01
887 1308 409325 2.619520e-01 7.147748e+01 125 1 7.147748e+01 125 1.397989 1.23e-01
888 1980 506142 1.374330e-01 1.575380e+02 168 1 1.575380e+02 168 1.396769 1.23e-01
889 824 322144 2.304543e-01 1.053122e+02 163 1 1.053122e+02 163 1.395301 1.25e-01
890 2832 648084 1.102761e-01 2.659032e+02 181 1 2.659032e+02 181 1.394806 1.25e-01
891 1165 387620 2.999144e-01 3.982989e+01 72 1 3.982989e+01 72 1.394764 1.25e-01
892 2492 583567 2.125102e-01 1.613284e+02 218 1 1.613284e+02 218 1.394731 1.25e-01
893 217 185789 1.374628e-01 1.336632e+02 142 1 1.336632e+02 142 1.394419 1.25e-01
894 469 252656 1.342184e-01 8.700477e+01 105 1 8.700477e+01 105 1.393423 1.26e-01
895 1658 461153 8.194542e-02 7.305454e+02 632 1 7.305454e+02 632 1.393350 1.26e-01
896 2541 591790 1.855465e-01 1.300232e+02 256 1 1.300232e+02 256 1.393107 1.26e-01
897 2461 579199 6.328978e-01 7.307858e+00 15 1 7.307858e+00 15 1.392951 1.26e-01
898 2664 618435 2.409964e-01 5.350692e+01 75 1 5.350692e+01 75 1.392439 1.26e-01
899 2879 657833 1.589736e-01 1.145412e+02 136 1 1.145412e+02 136 1.392416 1.27e-01
900 2815 644812 3.570857e-01 4.282786e+01 65 1 4.282786e+01 65 1.391814 1.27e-01
901 2004 509605 1.231313e-01 2.938259e+02 400 1 2.938259e+02 400 1.391378 1.27e-01
902 1936 498950 1.439077e-01 8.326108e+01 91 1 8.326108e+01 91 1.391207 1.27e-01
903 2214 539670 5.390246e-02 7.500044e+02 631 1 7.500044e+02 631 1.391054 1.27e-01
904 1300 407780 1.463779e-01 1.317732e+02 145 1 1.317732e+02 145 1.390163 1.28e-01
905 915 338452 2.213440e-01 8.763731e+01 106 1 8.763731e+01 106 1.390155 1.28e-01
906 2342 558719 1.296158e-01 2.870827e+02 327 2 4.806214e+02 550 1.389836 1.28e-01
907 1392 421918 1.326786e-01 1.179579e+02 89 2 1.716881e+02 120 1.389763 1.28e-01
908 261 200298 3.782639e-01 6.444676e+01 135 1 6.444676e+01 135 1.389762 1.28e-01
909 1272 403819 1.669172e-01 1.324549e+02 162 1 1.324549e+02 162 1.389547 1.29e-01
910 1901 493194 1.350254e-01 8.761172e+01 86 1 8.761172e+01 86 1.388957 1.29e-01
911 307 214906 8.239597e-02 2.603931e+02 142 1 2.603931e+02 142 1.388774 1.29e-01
912 2557 594732 1.964257e-01 1.024935e+02 121 1 1.024935e+02 121 1.388759 1.29e-01
913 169 166156 2.440239e-01 4.400443e+01 45 1 4.400443e+01 45 1.388616 1.29e-01
914 2710 626559 1.050138e-01 1.276526e+02 93 1 1.276526e+02 93 1.388038 1.30e-01
915 1439 428852 1.407692e-01 3.013654e+02 402 2 3.628791e+02 465 1.387975 1.30e-01
916 2085 522410 1.189966e-01 2.974273e+02 344 1 2.974273e+02 344 1.385664 1.31e-01
917 201 180575 2.052717e-01 1.193610e+02 155 1 1.193610e+02 155 1.385299 1.32e-01
918 1736 471360 2.052871e-01 1.583269e+02 255 1 1.583269e+02 255 1.385195 1.32e-01
919 1151 384472 9.783170e-02 2.444941e+02 206 1 2.444941e+02 206 1.384494 1.32e-01
920 2463 579409 1.101021e-01 2.605742e+02 259 1 2.605742e+02 259 1.384439 1.32e-01
921 2957 672350 2.295861e-01 3.764614e+01 50 1 3.764614e+01 50 1.383859 1.33e-01
922 1095 375117 1.232382e-01 2.207807e+02 223 1 2.207807e+02 223 1.382765 1.33e-01
923 2013 510194 9.715180e-02 1.754947e+02 129 1 1.754947e+02 129 1.382554 1.34e-01
924 2035 512662 1.569981e-01 2.893570e+02 344 1 2.893570e+02 344 1.382031 1.34e-01
925 2011 510030 1.096230e-01 1.244484e+02 68 1 1.244484e+02 68 1.381470 1.34e-01
926 788 315170 1.395491e-01 1.346853e+02 213 1 1.346853e+02 213 1.381379 1.34e-01
927 716 303466 9.395107e-02 3.384757e+02 277 1 3.384757e+02 277 1.381306 1.35e-01
928 601 279604 5.545910e-01 2.774567e+01 68 1 2.774567e+01 68 1.380000 1.35e-01
929 221 186278 1.677069e-01 1.856853e+02 212 1 1.856853e+02 212 1.379543 1.36e-01
930 2723 629067 1.034436e-01 2.614496e+02 335 1 2.614496e+02 335 1.379448 1.36e-01
931 514 262548 8.299827e-02 5.552768e+02 467 2 8.177660e+02 686 1.377808 1.37e-01
932 770 312386 6.049024e-02 4.780407e+02 281 1 4.780407e+02 281 1.377343 1.37e-01
933 2117 526559 2.643189e-01 4.373476e+01 59 1 4.373476e+01 59 1.377285 1.38e-01
934 1726 470646 1.762006e-01 1.139787e+02 154 1 1.139787e+02 154 1.377173 1.38e-01
935 1395 422535 1.573166e-01 1.623608e+02 231 1 1.623608e+02 231 1.377158 1.38e-01
936 258 199640 2.435580e-01 1.516553e+02 212 1 1.516553e+02 212 1.376890 1.38e-01
937 711 302475 1.599601e-01 8.075435e+01 125 1 8.075435e+01 125 1.376775 1.38e-01
938 2625 609235 2.983159e-01 3.167694e+01 34 1 3.167694e+01 34 1.375797 1.39e-01
939 666 294103 4.569557e-01 1.997321e+01 50 1 1.997321e+01 50 1.375594 1.39e-01
940 140 152422 1.601174e-01 2.338322e+02 289 2 3.008568e+02 323 1.375262 1.39e-01
941 2891 659551 1.930672e-01 1.124429e+02 141 1 1.124429e+02 141 1.375097 1.39e-01
942 2116 526413 1.305008e-01 6.166998e+01 53 1 6.166998e+01 53 1.374565 1.40e-01
943 2146 530264 1.382532e-01 2.451783e+02 235 1 2.451783e+02 235 1.374390 1.40e-01
944 1503 438623 1.388849e-01 2.232997e+02 319 2 3.594146e+02 497 1.373338 1.41e-01
945 1195 393198 1.503557e-01 3.126590e+02 414 1 3.126590e+02 414 1.373301 1.41e-01
946 673 295509 1.877440e-01 9.762800e+01 90 1 9.762800e+01 90 1.373124 1.41e-01
947 427 245705 6.867828e-02 4.628550e+02 362 1 4.628550e+02 362 1.373076 1.41e-01
948 1715 469039 1.862914e-01 2.014103e+02 351 1 2.014103e+02 351 1.372853 1.41e-01
949 84 126557 4.125001e-01 3.110672e+01 74 1 3.110672e+01 74 1.371979 1.42e-01
950 2407 570513 3.864389e-01 5.542066e+01 150 1 5.542066e+01 150 1.371445 1.42e-01
951 2310 553129 2.880915e-01 1.270364e+02 248 1 1.270364e+02 248 1.371404 1.42e-01
952 1138 382476 3.486540e-01 4.508276e+01 100 1 4.508276e+01 100 1.371210 1.42e-01
953 2328 556525 2.038409e-01 8.229201e+01 100 1 8.229201e+01 100 1.371169 1.42e-01
954 2120 526794 1.651977e-01 1.052523e+02 119 1 1.052523e+02 119 1.371167 1.42e-01
955 404 240885 2.064877e-01 1.509203e+02 263 1 1.509203e+02 263 1.370056 1.43e-01
956 2529 589928 1.856133e-01 4.683726e+01 59 1 4.683726e+01 59 1.369796 1.43e-01
957 2065 519587 1.445511e-01 3.546653e+02 490 2 4.529847e+02 622 1.369541 1.44e-01
958 3003 684284 3.901051e-01 3.501707e+01 85 1 3.501707e+01 85 1.368573 1.44e-01
959 834 323901 1.521239e-01 1.907289e+02 234 1 1.907289e+02 234 1.368367 1.44e-01
960 685 297843 2.104726e-01 1.880399e+02 288 1 1.880399e+02 288 1.368226 1.45e-01
961 1405 424624 1.684759e-01 1.328050e+02 208 1 1.328050e+02 208 1.368130 1.45e-01
962 1162 387346 1.295944e-01 2.166179e+02 202 1 2.166179e+02 202 1.368000 1.45e-01
963 2956 672327 1.396042e-01 1.914601e+02 219 1 1.914601e+02 219 1.367611 1.45e-01
964 1693 465932 1.475146e-01 3.709766e+02 456 1 3.709766e+02 456 1.367594 1.45e-01
965 2632 611064 1.374409e-01 2.523784e+02 368 1 2.523784e+02 368 1.367290 1.45e-01
966 914 338210 7.937171e-02 4.940349e+02 347 2 5.962334e+02 395 1.367256 1.45e-01
967 2316 554093 1.673131e-01 1.487573e+02 148 1 1.487573e+02 148 1.367241 1.45e-01
968 2671 619774 1.825432e-01 9.531795e+01 123 1 9.531795e+01 123 1.367089 1.45e-01
969 2300 551899 1.789933e-01 1.052437e+02 122 1 1.052437e+02 122 1.366326 1.46e-01
970 219 186190 6.483611e-02 1.566914e+03 1354 1 1.566914e+03 1354 1.366211 1.46e-01
971 2828 647516 9.714344e-02 2.421551e+02 211 1 2.421551e+02 211 1.365484 1.47e-01
972 1119 380006 1.882345e-01 1.252019e+02 117 1 1.252019e+02 117 1.365336 1.47e-01
973 810 319532 1.615448e-01 1.267700e+02 187 1 1.267700e+02 187 1.365111 1.47e-01
974 1528 441711 2.582697e-01 1.492794e+02 243 1 1.492794e+02 243 1.364998 1.47e-01
975 380 234054 1.693600e-01 9.661379e+01 106 1 9.661379e+01 106 1.364900 1.47e-01
976 1659 461181 1.064547e-01 5.200883e+02 493 2 9.495192e+02 914 1.364387 1.48e-01
977 2102 524294 1.202968e-01 1.136636e+02 72 1 1.136636e+02 72 1.364002 1.48e-01
978 1290 405882 1.415569e-01 1.443194e+02 155 1 1.443194e+02 155 1.363890 1.48e-01
979 2784 640268 1.943605e-01 7.636825e+01 125 1 7.636825e+01 125 1.363750 1.48e-01
980 535 268147 2.041694e-01 1.443716e+02 173 1 1.443716e+02 173 1.363357 1.48e-01
981 2416 571585 1.232576e-01 1.578017e+02 192 1 1.578017e+02 192 1.363351 1.48e-01
982 1555 445274 1.097200e-01 2.867832e+02 340 1 2.867832e+02 340 1.363277 1.49e-01
983 1859 488603 2.285269e-01 5.386661e+01 74 1 5.386661e+01 74 1.363062 1.49e-01
984 1961 502479 9.909678e-02 4.871902e+02 465 2 6.788378e+02 640 1.363045 1.49e-01
985 2699 624342 7.393506e-02 3.749976e+02 270 1 3.749976e+02 270 1.362989 1.49e-01
986 2499 585298 1.531824e-01 1.599472e+02 190 1 1.599472e+02 190 1.362813 1.49e-01
987 739 307655 2.669633e-01 3.402152e+01 46 1 3.402152e+01 46 1.362160 1.49e-01
988 442 247157 3.102067e-01 6.885739e+01 134 1 6.885739e+01 134 1.362030 1.50e-01
989 2846 650641 1.202597e-01 2.496281e+02 364 2 4.684827e+02 664 1.360593 1.51e-01
990 2795 641788 1.064787e-01 1.711637e+02 178 1 1.711637e+02 178 1.360577 1.51e-01
991 2734 631149 1.863048e-01 1.086631e+02 130 1 1.086631e+02 130 1.360106 1.51e-01
992 1038 363340 6.155382e-02 1.338210e+03 1006 1 1.338210e+03 1006 1.359910 1.51e-01
993 874 332292 1.471143e-01 1.166390e+02 113 1 1.166390e+02 113 1.359591 1.52e-01
994 2125 528182 1.934804e-01 9.293570e+01 108 1 9.293570e+01 108 1.359542 1.52e-01
995 502 260817 1.225931e-01 6.238119e+01 24 1 6.238119e+01 24 1.359236 1.52e-01
996 1081 371687 6.500894e-01 1.245311e+01 30 1 1.245311e+01 30 1.358431 1.53e-01
997 286 209118 2.895964e-01 2.481699e+01 36 1 2.481699e+01 36 1.358376 1.53e-01
998 2683 621743 9.918993e-02 3.467221e+02 330 2 5.031081e+02 484 1.358199 1.53e-01
999 1542 443537 1.072540e-01 1.818668e+02 143 1 1.818668e+02 143 1.358162 1.53e-01
1000 2850 651036 1.140226e-01 3.718115e+02 369 1 3.718115e+02 369 1.357640 1.53e-01
1001 690 298407 4.128147e-01 2.881534e+01 63 1 2.881534e+01 63 1.357369 1.53e-01
1002 2899 661312 1.151280e-01 1.556454e+02 149 2 3.132448e+02 259 1.354937 1.55e-01
1003 1150 384383 1.578214e-01 2.217064e+02 325 1 2.217064e+02 325 1.354773 1.56e-01
1004 730 306300 1.843002e-01 9.539315e+01 129 1 9.539315e+01 129 1.354502 1.56e-01
1005 2324 555815 2.768603e-01 8.659012e+01 147 1 8.659012e+01 147 1.354110 1.56e-01
1006 1933 498466 1.148329e-01 2.529751e+02 226 1 2.529751e+02 226 1.353486 1.57e-01
1007 1303 408581 1.838866e-01 1.038743e+02 191 1 1.038743e+02 191 1.353184 1.57e-01
1008 1922 496709 4.973626e-02 3.794847e+02 404 1 3.794847e+02 404 1.353075 1.57e-01
1009 2132 528784 2.193602e-01 6.154243e+01 79 1 6.154243e+01 79 1.351571 1.58e-01
1010 2485 582297 2.636437e-01 3.482909e+01 48 1 3.482909e+01 48 1.351556 1.58e-01
1011 1529 441762 1.557686e-01 1.148736e+02 152 1 1.148736e+02 152 1.351164 1.59e-01
1012 1492 436588 2.738965e-01 8.804388e+01 154 1 8.804388e+01 154 1.350743 1.59e-01
1013 2385 566881 1.012200e-01 1.306758e+02 78 1 1.306758e+02 78 1.350092 1.60e-01
1014 2430 574285 6.609762e-02 1.020902e+03 797 1 1.020902e+03 797 1.349855 1.60e-01
1015 1544 443626 1.356349e-01 2.469589e+02 306 1 2.469589e+02 306 1.349731 1.60e-01
1016 905 337311 2.620296e-01 2.361293e+01 25 1 2.361293e+01 25 1.349704 1.60e-01
1017 1636 458115 2.333630e-01 6.455423e+01 88 1 6.455423e+01 88 1.349528 1.60e-01
1018 828 323202 7.434707e-02 8.221526e+02 885 1 8.221526e+02 885 1.349101 1.61e-01
1019 1073 369392 2.061633e-01 2.113090e+02 304 1 2.113090e+02 304 1.348908 1.61e-01
1020 2396 568693 5.931025e-02 5.325433e+02 363 1 5.325433e+02 363 1.347981 1.61e-01
1021 2545 592664 7.747739e-02 7.634636e+02 738 3 1.447026e+03 1329 1.347882 1.62e-01
1022 1163 387359 1.072239e-01 4.242285e+02 540 1 4.242285e+02 540 1.346837 1.63e-01
1023 2208 538986 1.525961e-01 1.467134e+02 212 1 1.467134e+02 212 1.346629 1.63e-01
1024 1578 447677 2.440365e-01 1.136487e+02 240 1 1.136487e+02 240 1.346370 1.63e-01
1025 35 87976 1.353388e-01 2.798691e+02 380 1 2.798691e+02 380 1.346229 1.63e-01
1026 1239 399777 2.193603e-01 6.592199e+01 206 1 6.592199e+01 206 1.345986 1.63e-01
1027 1374 419768 1.943305e-01 1.617599e+02 215 1 1.617599e+02 215 1.345864 1.63e-01
1028 1041 364122 6.248071e-02 1.047865e+03 917 2 1.257194e+03 1067 1.345610 1.64e-01
1029 2949 671531 1.545884e-01 2.101045e+02 253 2 3.296641e+02 395 1.343411 1.66e-01
1030 1964 503011 2.464114e-01 5.951277e+01 67 1 5.951277e+01 67 1.343305 1.66e-01
1031 1867 489416 1.175257e-01 2.382212e+02 276 1 2.382212e+02 276 1.342478 1.66e-01
1032 2363 562989 1.970853e-01 1.240857e+02 136 1 1.240857e+02 136 1.342083 1.67e-01
1033 327 219446 1.496676e-01 2.149637e+02 260 1 2.149637e+02 260 1.340891 1.68e-01
1034 1137 382380 6.969510e-02 2.646216e+02 113 1 2.646216e+02 113 1.340605 1.68e-01
1035 1629 457207 2.768293e-01 5.852666e+01 111 1 5.852666e+01 111 1.340386 1.68e-01
1036 565 272972 2.809123e-01 5.921482e+01 97 1 5.921482e+01 97 1.340226 1.68e-01
1037 328 219692 1.641886e-01 2.253352e+02 386 1 2.253352e+02 386 1.339773 1.69e-01
1038 2041 513248 2.368577e-01 6.165596e+01 62 1 6.165596e+01 62 1.339463 1.69e-01
1039 2290 551047 8.750875e-02 1.773793e+02 171 1 1.773793e+02 171 1.339272 1.69e-01
1040 1928 497440 1.615374e-01 1.247581e+02 132 1 1.247581e+02 132 1.338905 1.70e-01
1041 1594 451168 2.456251e-01 1.593487e+02 318 1 1.593487e+02 318 1.338339 1.70e-01
1042 1512 439733 1.173876e-01 3.013903e+02 231 1 3.013903e+02 231 1.338087 1.70e-01
1043 391 237624 6.367130e-02 8.033833e+02 758 1 8.033833e+02 758 1.337802 1.71e-01
1044 1377 419924 1.290675e-01 2.116072e+02 323 1 2.116072e+02 323 1.337622 1.71e-01
1045 980 352586 2.246786e-01 2.967080e+01 40 1 2.967080e+01 40 1.337086 1.71e-01
1046 918 340200 1.383669e-01 2.413996e+02 217 1 2.413996e+02 217 1.336921 1.72e-01
1047 2653 615831 1.521142e-01 5.342159e+01 48 1 5.342159e+01 48 1.336835 1.72e-01
1048 354 226809 1.239888e-01 2.865059e+02 311 1 2.865059e+02 311 1.336743 1.72e-01
1049 721 303993 1.813824e-01 5.069783e+01 47 1 5.069783e+01 47 1.336304 1.72e-01
1050 872 331560 1.646796e-01 4.147180e+02 558 1 4.147180e+02 558 1.336068 1.72e-01
1051 577 275130 1.248423e-01 1.906481e+02 139 1 1.906481e+02 139 1.335812 1.73e-01
1052 2053 515521 1.621094e-01 2.966164e+02 365 2 3.621647e+02 449 1.335424 1.73e-01
1053 2173 533900 1.801193e-01 1.508439e+02 181 1 1.508439e+02 181 1.335085 1.73e-01
1054 1663 461593 8.940739e-02 3.178054e+02 205 3 7.367287e+02 633 1.334653 1.74e-01
1055 3053 693418 2.369538e-01 7.182049e+01 96 1 7.182049e+01 96 1.334593 1.74e-01
1056 2006 509784 1.419804e-01 1.130696e+02 115 1 1.130696e+02 115 1.332960 1.75e-01
1057 693 298634 4.140423e-01 1.559220e+01 34 1 1.559220e+01 34 1.332445 1.76e-01
1058 1450 430811 1.379050e-01 1.908928e+02 189 1 1.908928e+02 189 1.331906 1.76e-01
1059 2000 509169 2.154419e-01 7.407853e+01 108 1 7.407853e+01 108 1.331544 1.77e-01
1060 371 230299 1.704876e-01 1.710681e+02 154 1 1.710681e+02 154 1.330701 1.77e-01
1061 1730 471244 1.377216e-01 2.543113e+02 291 3 4.704458e+02 533 1.330333 1.78e-01
1062 2696 624057 1.543187e-01 2.379389e+02 319 1 2.379389e+02 319 1.330327 1.78e-01
1063 2133 528810 8.770733e-02 6.504731e+02 576 1 6.504731e+02 576 1.330272 1.78e-01
1064 2077 521590 1.504972e-01 8.065129e+01 75 1 8.065129e+01 75 1.330243 1.78e-01
1065 1262 402772 7.928841e-02 2.009320e+02 216 1 2.009320e+02 216 1.330195 1.78e-01
1066 1198 393597 1.834643e-01 1.120398e+02 158 1 1.120398e+02 158 1.329998 1.78e-01
1067 875 332442 1.907472e-01 3.879360e+01 36 1 3.879360e+01 36 1.329408 1.79e-01
1068 1224 397088 1.884420e-01 1.279314e+02 166 1 1.279314e+02 166 1.328796 1.79e-01
1069 1525 441341 7.354728e-02 7.933541e+02 600 1 7.933541e+02 600 1.328423 1.80e-01
1070 506 261773 1.026216e-01 1.306882e+02 155 1 1.306882e+02 155 1.327920 1.80e-01
1071 1329 412373 3.831379e-01 1.159343e+01 17 1 1.159343e+01 17 1.327703 1.80e-01
1072 57 105530 2.326644e-01 1.240854e+02 171 1 1.240854e+02 171 1.327696 1.80e-01
1073 621 284466 1.142563e-01 2.890122e+02 346 1 2.890122e+02 346 1.326845 1.81e-01
1074 817 320394 1.702316e-01 8.042058e+01 85 1 8.042058e+01 85 1.326781 1.81e-01
1075 1648 459424 1.497829e-01 2.222047e+02 276 1 2.222047e+02 276 1.326674 1.81e-01
1076 2571 597631 1.283907e-01 1.495000e+02 194 1 1.495000e+02 194 1.326543 1.81e-01
1077 1877 490691 9.298928e-02 3.509863e+02 264 1 3.509863e+02 264 1.326483 1.82e-01
1078 1527 441658 2.231591e-01 8.313464e+01 141 1 8.313464e+01 141 1.325720 1.82e-01
1079 2939 670110 1.537244e-01 2.026625e+02 197 1 2.026625e+02 197 1.325666 1.82e-01
1080 1523 440909 1.304307e-01 2.268543e+02 241 1 2.268543e+02 241 1.325190 1.83e-01
1081 2373 565010 3.116069e-01 4.897914e+01 90 1 4.897914e+01 90 1.324584 1.83e-01
1082 1350 415645 1.296671e-01 3.034644e+02 288 1 3.034644e+02 288 1.324089 1.84e-01
1083 1889 491837 1.308692e-01 1.235787e+02 133 1 1.235787e+02 133 1.323820 1.84e-01
1084 2417 571636 4.005195e-01 4.036731e+01 72 1 4.036731e+01 72 1.323230 1.85e-01
1085 1287 405327 1.511593e-01 1.066762e+02 102 1 1.066762e+02 102 1.322584 1.85e-01
1086 2686 622322 4.870963e-02 9.347012e+02 437 3 2.228395e+03 1398 1.322361 1.86e-01
1087 450 249188 1.473045e-01 8.785705e+01 71 1 8.785705e+01 71 1.321623 1.86e-01
1088 2982 680958 5.880446e-02 6.267869e+02 413 1 6.267869e+02 413 1.321035 1.87e-01
1089 1498 437625 1.242457e-01 1.171999e+02 71 1 1.171999e+02 71 1.321008 1.87e-01
1090 1856 487621 4.480980e-01 2.429388e+01 38 1 2.429388e+01 38 1.320931 1.87e-01
1091 1240 399966 1.102655e-01 6.098455e+02 772 1 6.098455e+02 772 1.320434 1.88e-01
1092 2903 662620 1.523264e-01 2.353190e+02 292 1 2.353190e+02 292 1.320300 1.88e-01
1093 2999 683536 1.948152e-01 1.665736e+02 241 1 1.665736e+02 241 1.318856 1.89e-01
1094 2591 602336 9.610953e-02 2.870267e+02 219 4 1.282421e+03 1289 1.318491 1.90e-01
1095 843 326436 5.820341e-01 1.784277e+01 31 1 1.784277e+01 31 1.318389 1.90e-01
1096 292 210230 8.968794e-02 4.501555e+02 343 1 4.501555e+02 343 1.318222 1.90e-01
1097 1688 465472 5.860192e-01 2.094236e+01 64 1 2.094236e+01 64 1.318171 1.90e-01
1098 75 122142 1.749089e-01 2.056938e+02 260 1 2.056938e+02 260 1.317256 1.91e-01
1099 2176 534454 2.544242e-01 1.216795e+02 250 1 1.216795e+02 250 1.317168 1.91e-01
1100 176 167238 6.011794e-01 1.614636e+01 35 1 1.614636e+01 35 1.317150 1.91e-01
1101 2262 547210 2.212539e-01 1.148069e+02 146 1 1.148069e+02 146 1.316413 1.92e-01
1102 1989 507645 2.540318e-01 1.328438e+02 169 1 1.328438e+02 169 1.316310 1.92e-01
